,AV,Cmp%,DOB,End_Year,FF,FGA,FGM,FantPt,G,GS,Int,Player,Pos,QBrec,Rec,Ret,Rt,Rush,Sk,Start_Year,TD,Tkl,XPA,XPM,Y/A,Y/R,Yds,Draft_Pick,Draft_Round,Draft_Year,position_group,injured_pct
772,4,,1987-11-26,2013,,,,72.4,32,,,Evan Royster,RB,,,,,81,,2011,2,,,,5.1,,416,177,6,2008,RB,0.19
773,16,,1989-04-15,2016,2,,,,68,,,Billy Winn,DT,,,,,,3.0,2012,,68,,,,,,205,6,2008,DL,0.16
774,64,,1985-01-04,2016,,,,,154,,,Michael Griffin,DB,,,,26,,,2007,0,,,,,,597,19,1,2008,DB,0.02
776,2,,1987-06-11,2016,,,,69.0,111,,,John Phillips,TE,,55,,,,,2009,5,,,,,7.1,390,208,6,2008,TE,0.35
777,40,,1990-03-18,2016,4,,,,90,,,Corey Liuget,DT,,,,,,21.0,2011,,184,,,,,,18,1,2008,DL,0.09
778,1,,1990-01-21,2015,,,,,30,1,,Sean Richardson,S,,,,,,,2012,,,,,,,,,,,DB,0.53
780,1,,1989-11-18,2014,,,,22.3,35,,,Cyrus Gray,RB,,,,,24,,2012,1,,,,4.1,,99,182,6,2008,RB,0.25
781,60,,1986-06-02,2015,11,,,,128,,,Curtis Lofton,LB,,,,,,8.0,2008,,667,,,,,,37,2,2008,LB,0.0
782,18,,1991-07-12,2016,,,,,45,,,Gabe Jackson,OG,,2,,,,,2014,0,,,,,-2.5,-5,81,3,2008,OL,0.09
784,23,,1982-11-04,2013,3,,,,107,,,Reed Doughty,DB,,,,,,3.5,2006,,336,,,,,,173,6,2008,DB,0.05
785,5,,1988-07-18,2013,,,,,50,2,,Stevenson Sylvester,LB,,,,,,,2010,,,,,,,,166,5,2008,LB,0.4
786,22,,1990-12-03,2016,1,,,,61,,,Kevin Minter,ILB,,,,,,5.0,2013,,175,,,,,,45,2,2008,LB,0.09
787,11,,1993-04-29,2016,,,,,31,30,,Adrian Amos,FS,,,,,,,2015,,,,,,,,142,5,2008,DB,0.03
788,0,,1991-07-21,2015,,,,,5,,,Anthony Denham,TE,,,,,,,2014,,,,,,,,,,,TE,0.0
789,58,,1981-07-02,2014,,,,,133,,17,Carlos Rogers,DB,,,,,,,2005,2,,,,,,374,9,1,2008,DB,0.16
790,26,,1979-12-29,2011,,,,,136,,2,Kevin Bentley,LB,,,,,,,2002,0,,,,,,43,101,4,2008,LB,0.08
791,6,,1991-04-25,2016,,,,,48,,,Jordan Poyer,CB,,,17,,,,2013,0,,,,,,144,218,7,2008,DB,0.25
792,10,,1992-09-26,2016,,,,,32,27,,Byron Jones,CB,,,,,,,2015,,,,,,,,27,1,2008,DB,0.0
794,10,,1988-05-26,2014,,,,161.2,57,,,Damian Williams,WR,,107,,,,,2010,5,,,,,12.4,1327,77,3,2008,WR,0.18
795,3,,1988-11-30,2012,,,,,21,2,,Torell Troup,DT,,,,,,,2010,,,,,,,,41,2,2008,DL,0.54
796,1,,1992-05-11,2016,,,,21.1,14,,,Mike Davis,RB,,,,,54,,2015,1,,,,2.0,,108,126,4,2008,RB,0.44
797,65,,1988-07-31,2016,,,,1007.8,86,,,A.J. Green,WR,,481,,,,,2011,49,,,,,14.8,7135,4,1,2008,WR,0.09
798,25,,1984-05-06,2012,0,,,,65,,,Adam Carriker,DE,,,,,,9.0,2007,,85,,,,,,13,1,2008,DL,0.67
799,10,,1987-12-10,2015,,,,,56,5,,Kenrick Ellis,DL,,,,,,,2011,,,,,,,,94,3,2008,DL,0.19
800,24,,1988-07-26,2016,,,,,74,,8,Jimmy Smith,CB,,,,,,,2011,1,,,,,,103,27,1,2008,DB,0.22
801,11,,1992-09-03,2016,,,,,35,14,,Cameron Fleming,OT,,,,,,,2014,,,,,,,,140,4,2008,OL,0.56
802,22,,1987-09-25,2016,1,,,,100,,,Earl Mitchell,DT,,,,,,5.5,2010,,128,,,,,,81,3,2008,DL,0.11
803,29,,1984-09-28,2014,,,,470.1,103,,,Robert Meachem,WR,,178,,,,,2008,27,,,,,16.4,2914,,,,WR,0.06
804,5,,1991-10-22,2016,,,,109.4,46,,,C.J. Fiedorowicz,TE,,75,,,,,2014,6,,,,,10.1,754,65,3,2008,TE,0.03
805,10,,1992-05-12,2016,,,,,28,28,,Rob Havenstein,OT,,,,,,,2015,,,,,,,,57,2,2008,OL,0.19
807,2,,1991-06-09,2016,,,,,35,,,Jeff Janis,WR,,,,20,,,2014,0,,,,,,525,236,7,2008,WR,0.0
808,90,,1976-04-09,2011,7,,,,160,,,Aaron Smith,DE,,,,,,44.0,1999,,326,,,,,,,,,DL,0.69
809,7,,1990-08-09,2016,,,,97.1,40,,,Quinton Patton,WR,,73,,,,,2013,1,,,,,12.1,880,128,4,2008,WR,0.25
810,25,,1986-05-25,2013,,,,400.3,67,,,Mario Manningham,WR,,211,,,,,2008,19,,,,,13.5,2849,95,3,2008,WR,0.25
811,18,,1991-07-31,2016,3,,,,57,,,William Gholston,DE,,,,,,10.5,2013,,126,,,,,,126,4,2008,DL,0.05
812,12,,1986-04-19,2012,,,,,39,19,,Antoine Caldwell,C,,,,,,,2009,,,,,,,,77,3,2008,OL,0.12
813,11,,1989-06-05,2016,,,,209.9,67,,,Brian Quick,WR,,105,,,,,2012,10,,,,,14.3,1499,33,2,2008,WR,0.56
814,13,,1993-06-17,2016,,,,199.1,32,,,Jamison Crowder,WR,,126,,,,,2015,9,,,,,11.5,1451,105,4,2008,WR,0.0
815,7,,1987-05-23,2013,,,,150.6,42,,,Mike Goodson,RB,,,,,167,,2009,3,,,,4.7,,783,111,4,2008,RB,0.31
816,71,,1984-07-27,2016,,,,,162,,19,Antoine Bethea,DB,,,,,,,2006,1,,,,,,254,207,6,2008,DB,0.08
817,1,,1986-10-20,2012,,,,,15,1,,David Sims,S,,,,,,,2012,,,,,,,,,,,DB,0.0
818,13,,1990-11-15,2016,,,,,51,,5,Bradley McDougald,FS,,,,,,,2013,0,,,,,,33,,,,DB,0.03
819,1,,1988-02-12,2012,,,,,17,1,,Cameron Sheffield,LB,,,,,,,2011,,,,,,,,,,,LB,1.0
820,3,,1990-01-06,2015,,,,43.9,25,,,Chris Owusu,WR,,26,,,,,2012,1,,,,,11.4,296,,,,WR,0.19
821,9,,1984-11-06,2013,,,,,24,18,,Danny Watkins,OL,,,,,,,2011,,,,,,,,23,1,2008,OL,0.12
822,74,,1989-02-03,2016,,,,1003.4,79,,,Julio Jones,WR,,497,,,,,2011,40,,,,,15.3,7610,6,1,2008,WR,0.16
823,36,,1984-04-18,2015,2,,,,86,,,Red Bryant,DT,,,,,,4.5,2008,,97,,,,,,121,4,2008,DL,0.23
824,6,,1992-02-18,2016,1,,,,30,,,Jaquiski Tartt,SS,,,,,,3.0,2015,,87,,,,,,46,2,2008,DB,0.06
826,60,,1989-07-24,2016,,,,,77,77,,Maurkice Pouncey,C,,,,,,,2010,,,,,,,,18,1,2008,OL,0.41
827,56,,1984-07-03,2015,8,,,,143,,,Manny Lawson,DE,,,,,,24.5,2006,,351,,,,,,22,1,2008,DL,0.01
828,5,,1989-11-17,2013,,,,,46,8,,DeJon Gomes,DB,,,,,,,2011,,,,,,,,146,5,2008,DB,0.06
829,223,66.6,1979-01-15,2016,,,,4171.1,233,,220,Drew Brees,QB,131-101-0,,,,,,2001,465,,,,7.5,,66111,32,2,2008,QB,0.01
831,4,,1991-09-13,2016,,,,82.1,20,,,Zach Zenner,RB,,,,,105,,2015,4,,,,3.8,,394,,,,RB,0.62
832,6,,1991-10-21,2016,,,,104.8,31,,,Clive Walford,TE,,61,,,,,2015,6,,,,,11.3,688,68,3,2008,TE,0.03
834,43,,1983-03-08,2014,13,,,,120,,,Mathias Kiwanuka,DE,,,,,,38.5,2006,,301,,,,,,32,1,2008,DL,0.28
835,49,,1981-12-20,2011,,,,830.2,115,,20,Roy Williams,WR,,393,,,,,2004,44,,,,,14.5,5715,7,1,2008,WR,0.06
836,48,,1983-08-16,2011,,,,,95,,21,Nick Collins,DB,,,,,,,2005,4,,,,,,507,51,2,2008,DB,0.29
837,14,,1984-05-24,2016,,,,,156,,,Zak DeOssie,LB,,,,,,,2007,,,,,,,,116,4,2008,LB,0.08
839,6,,1993-06-13,2016,,,,113.8,18,,,Ameer Abdullah,RB,,,,,161,,2015,2,,,,4.3,,698,54,2,2008,RB,0.44
841,19,,1981-09-19,2012,,,,,72,,10,Atari Bigby,DB,,,,,,,2005,0,,,,,,71,,,,DB,0.33
843,13,,1981-09-13,2011,,,,,87,25,,Ronald Fields,DT,,,,,,,2005,,,,,,,,137,5,2008,DL,0.0
844,45,,1989-04-14,2016,,,,,90,,19,Joe Haden,DB,,,,,,,2010,1,,,,,,231,7,1,2008,DB,0.17
845,7,,1990-01-19,2016,,,,,29,14,,Jonathan Cooper,OG,,,,,,,2014,,,,,,,,,,,OL,0.42
846,41,,1985-01-25,2016,,,,658.0,93,,,Danny Woodhead,RB,,267,,,503,,2009,17,,,,4.3,9.4,2498,,,,RB,0.29
847,2,,1990-11-23,2016,,,,37.3,21,,,Nick Williams,WR,,25,,,,,2013,2,,,,,9.3,233,,,,WR,0.06
848,55,,1983-08-11,2014,7,,,,152,,,Robert Geathers,DE,,,,,,34.0,2004,,183,,,,,,117,4,2008,DL,0.21
849,0,,1986-09-06,2012,,,,,30,4,,Richard Quinn,TE,,,,,,,2009,,,,,,,,64,2,2008,TE,0.12
851,67,,1986-02-13,2016,,,,,120,,33,Aqib Talib,DB,,,,,,,2008,9,,,,,,619,20,1,2008,DB,0.12
852,4,,1984-06-14,2011,,,,55.2,36,,,Lorenzo Booker,RB,,47,,,61,,2007,0,,,,3.8,7.7,362,71,3,2008,RB,0.53
853,25,,1980-08-28,2010,4,,,,113,,,Tully Banta-Cain,LB,,,,,,27.5,2003,,177,,,,,,239,7,2008,LB,0.03
854,94,58.4,1989-05-11,2016,,,,1881.9,93,,78,Cam Newton,QB,51-40-1,,,,,,2011,136,,,,7.4,,21772,1,1,2008,QB,0.03
855,7,,1988-04-16,2014,,,,81.6,41,,,Joe McKnight,RB,,,,,113,,2010,0,,,,4.5,,505,112,4,2008,RB,0.31
856,1,,1985-07-20,2012,,,,,12,,,Justin Hickman,LB,,,,,,,2012,,,,,,,,,,,LB,1.0
857,1,,1992-01-02,2015,,,,,7,,,Kaelin Clay,WR,,,23,,,,2015,1,,,,,,244,184,6,2008,WR,1.0
858,2,56.4,1991-05-31,2016,,,,32.3,6,,7,Bryce Petty,QB,1-3-0,,,,,,2016,3,,,,6.1,,809,,,,QB,0.38
859,74,,1984-01-06,2016,4,,,,159,,,A.J. Hawk,LB,,,,,,20.0,2006,,644,,,,,,5,1,2008,LB,0.06
860,25,,1993-09-25,2016,,,,424.2,42,,,Brandin Cooks,WR,,215,,,,,2014,20,,,,,13.3,2861,20,1,2008,WR,0.19
861,31,,1987-06-21,2016,3,,,,112,,,Letroy Guion,DT,,,,,,8.5,2008,,111,,,,,,152,5,2008,DL,0.04
863,83,,1980-08-27,2015,,,,,175,,32,Rashean Mathis,DB,,,,,,,2003,4,,,,,,553,39,2,2008,DB,0.24
864,4,,1984-08-23,2010,,,,67.6,42,,,Ben Patrick,TE,,45,,,,,2007,4,,,,,9.9,446,215,7,2008,TE,0.12
865,10,,1988-06-16,2016,,,,218.2,65,,,Andre Holmes,WR,,102,,,,,2012,12,,,,,14.3,1462,,,,WR,0.06
866,3,,1990-06-19,2015,,,,,18,3,,Nico Johnson,ILB,,,,,,,2013,,,,,,,,99,4,2008,LB,0.12
868,3,,1991-02-26,2016,,,,,24,3,,Ryan Carrethers,DT,,,,,,,2014,,,,,,,,165,5,2008,DL,0.31
869,23,,1990-06-19,2016,,,,,59,,7,Xavier Rhodes,CB,,,,,,,2013,1,,,,,,133,25,1,2008,DB,0.06
870,12,,1993-10-02,2016,,,,207.6,27,,,T.J. Yeldon,RB,,,,,312,,2015,3,,,,3.9,,1205,36,2,2008,RB,0.16
871,22,,1984-06-06,2013,,,,,76,42,,Leroy Harris,C,,,,,,,2007,,,,,,,,115,4,2008,OL,0.04
873,1,,1993-01-10,2016,,,,26.4,13,,,Kapri Bibbs,RB,,,,,29,,2015,0,,,,4.4,,129,,,,RB,0.25
874,14,,1982-01-24,2012,,,,,98,7,,Keyaron Fox,LB,,,,,,,2004,,,,,,,,93,3,2008,LB,0.59
875,0,,1988-02-27,2012,,,,,,,,Martin Parker,DT,,,,,,,2012,,,,,,,,,,,DL,0.94
877,48,,1980-08-27,2013,3,,,,142,,,Aubrayo Franklin,DT,,,,,,4.0,2003,,194,,,,,,146,5,2008,DL,0.0
878,52,,1989-11-14,2016,,,,771.6,78,,,T.Y. Hilton,WR,,374,,,,,2012,30,,,,,15.7,5861,92,3,2008,WR,0.02
879,1,,1991-03-30,2016,,,,19.2,35,,,Devin Street,WR,,10,,,,,2014,1,,,,,15.2,152,146,5,2008,WR,0.0
880,44,,1985-09-20,2016,5,,,,121,,,Justin Durant,LB,,,,,,4.5,2007,,491,,,,,,48,2,2008,LB,0.26
882,29,,1989-07-14,2015,2,,,,65,,,Rolando McClain,LB,,,,,,9.5,2010,,292,,,,,,8,1,2008,LB,0.23
883,47,,1983-02-21,2012,,,,796.3,112,,,Braylon Edwards,WR,,359,,,,,2005,40,,,,,15.4,5522,3,1,2008,WR,0.12
884,2,,1982-10-31,2013,,,,52.6,120,,,Billy Bajema,TE,,40,,,,,2005,2,,,,,10.4,416,249,7,2008,TE,0.06
885,4,,1989-09-22,2013,,,,,35,,,Tandon Doss,WR,,,27,,,,2011,1,,,,,,412,123,4,2008,WR,0.56
886,28,,1978-07-17,2010,,,,457.6,81,,,Kevin Curtis,WR,,253,,,,,2003,20,,,,,13.0,3297,74,3,2008,WR,0.75
887,9,,1992-02-27,2016,,,,,28,15,,Jake Ryan,OLB,,,,,,,2015,,,,,,,,129,4,2008,LB,0.06
888,0,,1985-11-27,2012,,,,,,,,Philip Blake,C,,,,,,,2012,,,,,,,,108,4,2008,OL,0.94
890,2,,1984-08-17,2010,,,,46.1,50,,,Garrett Wolfe,RB,,,,,72,,2007,1,,,,3.9,,282,93,3,2008,RB,0.5
891,57,,1986-11-24,2016,,,,972.3,105,,,Jimmy Graham,TE,,499,,,,,2010,59,,,,,12.6,6280,95,3,2008,TE,0.06
892,10,,1983-10-04,2011,,,,139.8,55,,,Chansi Stuckey,WR,,106,,,,,2008,5,,,,,10.0,1062,,,,WR,0.08
893,16,,1992-08-30,2016,4,,,,45,,,Deone Bucannon,SS,,,,,,5.0,2014,,223,,,,,,27,1,2008,DB,0.06
894,35,,1983-11-16,2012,5,,,,79,,,Chris Gocong,DE,,,,,,9.5,2007,,228,,,,,,,,,DL,0.35
895,38,,1982-07-11,2012,,,,664.4,117,,,Chris Cooley,TE,,429,,,,,2004,33,,,,,11.0,4711,81,3,2008,TE,0.42
896,70,,1976-06-05,2011,,,,892.6,161,,,Kevin Faulk,RB,,,,,864,,1999,16,,,,4.2,,3607,,,,RB,0.69
897,4,60.8,1985-02-01,2013,,,,69.4,7,,4,Thaddeus Lewis,QB,2-4-0,,,,,,2012,5,,,,6.9,,1296,,,,QB,0.4
898,0,,1992-09-18,2016,,,,19.1,26,,,Troy Niklas,TE,,8,,,,,2014,2,,,,,8.9,71,52,2,2008,TE,0.46
899,3,67.0,1991-11-02,2016,,,,46.9,17,,0,Jimmy Garoppolo,QB,2-0-0,,,,,,2014,5,,,,7.3,,690,62,2,2008,QB,0.12
900,0,,1989-11-22,2012,,,,,9,,,Joe Adams,WR,,,11,,,,2012,0,,,,,,127,104,4,2008,WR,0.09
901,9,,1987-06-16,2016,,,,,89,,,Darrell Stuckey,S,,,,,,,2010,,,,,,,,110,4,2008,DB,0.08
902,20,,1987-12-22,2016,,,,390.3,70,,,Cecil Shorts,WR,,229,,,,,2011,14,,,,,13.0,2979,114,4,2008,WR,0.26
903,2,,1989-09-30,2014,,,,22.7,28,,,A.J. Jenkins,WR,,17,,,,,2012,0,,,,,13.1,223,30,1,2008,WR,0.22
904,73,,1984-04-16,2016,,,,,156,,26,Johnathan Joseph,DB,,,,,,,2006,5,,,,,,507,24,1,2008,DB,0.07
907,19,,1994-06-20,2016,2,,,,32,,,Leonard Williams,DT,,,,,,10.0,2015,,65,,,,,,6,1,2008,DL,0.0
908,13,,1990-12-27,2016,,,,,44,27,,Justin Ellis,DT,,,,,,,2014,,,,,,,,107,4,2008,DL,0.25
909,50,,1983-12-24,2015,,,,,137,,20,Tim Jennings,DB,,,,,,,2006,3,,,,,,279,62,2,2008,DB,0.05
910,37,,1989-12-21,2016,,,,738.0,78,,,Mark Ingram,RB,,,,,953,,2011,32,,,,4.4,,4238,28,1,2008,RB,0.22
911,8,,1989-06-10,2014,,,,,29,15,,Josh Chapman,DT,,,,,,,2012,,,,,,,,136,5,2008,DL,0.35
912,26,,1986-06-25,2015,,,,,73,,8,Bradley Fletcher,DB,,,,,,,2009,1,,,,,,107,66,3,2008,DB,0.32
913,33,,1988-06-08,2016,1,,,,86,,,Corey Peters,DT,,,,,,11.0,2010,,113,,,,,,83,3,2008,DL,0.23
914,33,,1982-07-24,2012,,,,506.7,122,,,Mewelde Moore,RB,,,,,507,,2004,6,,,,4.5,,2267,119,4,2008,RB,0.12
915,32,,1987-02-28,2016,3,,,,88,,,Brooks Reed,DL,,,,,,16.5,2011,,142,,,,,,42,2,2008,DL,0.08
916,15,,1988-08-21,2014,,,,347.8,51,,,Ben Tate,RB,,,,,545,,2011,14,,,,4.4,,2382,,,,RB,0.32
917,3,,1991-09-24,2015,,,,,11,8,,Andy Gallik,C,,,,,,,2015,,,,,,,,208,6,2008,OL,0.06
918,0,,1987-08-22,2012,,,,1.9,6,,,Eddie Williams,RB,,1,,,2,,2011,0,,,,1.0,17.0,17,,,,RB,0.72
921,9,,1990-01-26,2016,,,,169.1,67,,,Brandon Bolden,RB,,,,,203,,2012,6,,,,4.2,,845,,,,RB,0.12
922,1,,1989-09-13,2012,,,,,10,,,Charles Mitchell,SS,,,,,,,2012,,,,,,,,192,6,2008,DB,0.25
923,14,,1983-04-05,2012,1,,,,87,,,Brandon Johnson,LB,,,,,,3.5,2006,,133,,,,,,142,5,2008,LB,0.0
924,14,,1983-09-16,2012,,,,150.6,73,,,Legedu Naanee,WR,,108,,,,,2007,4,,,,,11.4,1232,172,5,2008,WR,0.17
925,40,,1989-07-24,2016,,,,,77,77,,Mike Pouncey,OL,,,,,,,2011,,,,,,,,15,1,2008,OL,0.2
927,1,,1988-09-10,2013,13,,,7.0,35,,,D.J. Williams,TE,,9,,,,22.5,2011,0,676,,,,7.8,70,141,5,2008,TE,0.06
928,3,,1987-11-30,2015,,,,,60,,,Demarcus Dobbs,DE,,,,,,,2011,,,,,,,,,,,DL,0.19
929,39,,1985-07-25,2014,2,,,,103,,,Jameel McClain,LB,,,,,,7.0,2008,,267,,,,,,,,,LB,0.11
930,20,,1983-12-12,2014,,,,246.9,127,,,Brad Smith,QB,,104,,,134,,2006,5,,,,7.3,9.5,987,103,4,2008,QB,0.17
931,8,,1987-06-19,2015,1,,,,59,,,Alex Carrington,DE,,,,,,4.0,2010,,39,,,,,,72,3,2008,DL,0.5
934,27,,1989-09-04,2016,4,,,,73,,,Nigel Bradham,OLB,,,,,,5.5,2012,,232,,,,,,105,4,2008,LB,0.19
935,2,,1991-01-24,2016,,,,19.8,47,,,Ryan Hewitt,FB,,20,,,,,2014,0,,,,,9.9,198,,,,FB,0.03
936,21,,1979-04-02,2011,,,,,122,,10,Jon McGraw,DB,,,,,,,2002,0,,,,,,39,57,2,2008,DB,0.25
937,3,,1992-10-30,2016,,,,73.4,36,,,Ka'Deem Carey,RB,,,,,111,,2014,2,,,,4.0,,443,117,4,2008,RB,0.12
938,2,,1987-09-14,2012,,,,,16,1,,Alex Parsons,OL,,,,,,,2012,,,,,,,,,,,OL,0.0
939,2,,1991-09-22,2015,0,,,,20,,,Ego Ferguson,DT,,,,,,2.0,2014,,13,,,,,,51,2,2008,DL,0.58
940,13,,1985-12-05,2012,1,,,,74,,,Brandon Siler,LB,,,,,,3.0,2007,,140,,,,,,240,7,2008,LB,0.42
941,5,,1983-08-20,2011,,,,,48,8,,Hamza Abdullah,DB,,,,,,,2005,,,,,,,,231,7,2008,DB,0.12
942,28,,1988-05-06,2016,,,,,80,34,,Marcus Cannon,OL,,,,,,,2011,,,,,,,,138,5,2008,OL,0.09
943,4,58.1,1987-05-28,2016,,,,72.0,18,,8,T.J. Yates,QB,4-3-0,,,,,,2011,6,,,,6.8,,1534,152,5,2008,QB,0.19
944,30,,1982-07-02,2011,,,,456.9,83,,,Mark Clayton,WR,,260,,,,,2005,14,,,,,13.3,3448,22,1,2008,WR,0.56
945,10,,1990-10-14,2016,1,,,,45,,,John Simon,DE,,,,,,10.0,2013,,79,,,,,,129,4,2008,DL,0.08
946,3,,1989-07-14,2015,,,,28.6,62,,,James Hanna,TE,,33,,,,,2012,0,,,,,8.7,286,186,6,2008,TE,0.38
947,4,,1986-01-01,2012,,,,39.4,29,,,Ramses Barden,WR,,29,,,,,2009,0,,,,,13.6,394,85,3,2008,WR,0.48
948,2,,1991-08-07,2016,,,,27.1,27,,,Blake Bell,TE,,19,,,,,2015,0,,,,,14.3,271,117,4,2008,TE,0.06
949,47,,1987-03-15,2016,,,,829.4,95,,,Eric Decker,WR,,385,,,,,2010,52,,,,,13.6,5253,87,3,2008,WR,0.13
950,12,,1988-04-15,2012,,,,,35,,5,Amari Spievey,DB,,,,,,,2010,0,,,,,,82,66,3,2008,DB,0.25
951,86,,1981-01-06,2013,,,,,157,,51,Asante Samuel,DB,,,,,,,2003,6,,,,,,728,120,4,2008,DB,0.12
952,21,,1988-04-07,2014,1,,,,44,,,Phil Taylor,DL,,,,,,7.0,2011,,69,,,,,,21,1,2008,DL,0.42
953,46,,1982-04-11,2013,,,,,139,,17,Dunta Robinson,DB,,,,,,,2004,1,,,,,,194,10,1,2008,DB,0.02
954,16,59.4,1980-08-06,2013,,,,310.9,64,,19,Seneca Wallace,QB,6-16-0,,,,,,2005,31,,,,6.3,,4947,,,,QB,0.41
955,23,,1983-02-21,2013,0,,,,61,,,Johnny Jolly,DT,,,,,,3.0,2006,,88,,,,,,183,6,2008,DL,0.09
956,48,,1981-07-05,2014,,,,816.1,142,,,Brandon Lloyd,WR,,399,,,,,2003,36,,,,,15.0,5989,124,4,2008,WR,0.06
957,10,,1988-09-07,2016,1,,,,57,,,Jack Crawford,DE,,,,,,9.5,2012,,43,,,,,,158,5,2008,DL,0.22
958,6,,1991-05-09,2016,,,,,37,5,,Mike Pennel,DT,,,,,,,2014,,,,,,,,,,,DL,0.0
959,10,,1988-02-07,2015,,,,,80,15,,Taylor Mays,DB,,,,,,,2010,,,,,,,,49,2,2008,DB,0.15
960,11,,1991-12-16,2016,,,,153.8,43,,,Corey Brown,WR,,79,,,,,2014,7,,,,,12.9,1019,,,,WR,0.16
961,18,56.7,1981-06-17,2011,,,,478.5,67,,54,Kyle Boller,QB,20-27-0,,,,,,2003,48,,,,5.9,,8931,19,1,2008,QB,0.09
962,21,,1988-02-23,2016,,,,,74,,10,Byron Maxwell,DB,,,,,,,2011,0,,,,,,80,173,6,2008,DB,0.22
964,1,,1988-04-27,2014,,,,,19,,,Ty Powell,OLB,,,,,,,2013,,,,,,,,231,7,2008,LB,0.56
965,22,,1991-04-11,2016,3,,,,46,,,Telvin Smith,ILB,,,,,,5.5,2014,,269,,,,,,144,5,2008,LB,0.12
966,70,,1987-01-22,2013,,,,1175.4,92,,,Ray Rice,RB,,,,,1430,,2008,37,,,,4.3,,6180,55,2,2008,RB,0.01
967,5,,1988-10-03,2016,,,,77.6,73,,,Rhett Ellison,FB,,51,,,,,2012,3,,,,,10.1,515,128,4,2008,FB,0.09
968,1,,1992-01-24,2015,,,,,21,,,Jeremiah George,ILB,,,,,,,2014,,,,,,,,154,5,2008,LB,0.19
969,38,,1990-11-29,2016,5,,,,58,,,Sheldon Richardson,DT,,,,,,18.0,2013,,142,,,,,,13,1,2008,DL,0.02
970,6,,1992-09-14,2016,,,,95.7,31,,,Marquess Wilson,WR,,56,,,,,2013,3,,,,,13.9,777,236,7,2008,WR,0.56
971,22,,1984-07-24,2014,7,,,,75,,,Desmond Bishop,LB,,,,,,9.0,2007,,226,,,,,,192,6,2008,LB,0.44
972,6,,1992-04-26,2015,,,,,19,10,,James Stone,C,,,,,,,2014,,,,,,,,,,,OL,0.25
973,22,,1990-11-10,2016,,,,358.0,61,,,Zach Ertz,TE,,247,,,,,2013,13,,,,,11.5,2840,35,2,2008,TE,0.05
974,76,,1979-01-09,2011,8,,,,146,,,John Henderson,DT,,,,,,29.0,2002,,378,,,,,,9,1,2008,DL,0.23
975,10,,1990-07-24,2016,0,,,,59,,,Datone Jones,DE,,,,,,9.0,2013,,58,,,,,,26,1,2008,DL,0.08
977,36,,1987-06-01,2016,0,,,,102,,,Dan Williams,DT,,,,,,3.5,2010,,157,,,,,,26,1,2008,DL,0.09
978,51,,1983-04-28,2016,13,,,,158,,,Brian Robison,DE,,,,,,56.0,2007,,189,,,,,,102,4,2008,DL,0.01
980,14,,1987-03-22,2014,5,,,,63,,,Kaluka Maiava,LB,,,,,,4.5,2009,,99,,,,,,104,4,2008,LB,0.44
981,2,,1986-10-06,2010,,,,,19,,,Cody Glenn,LB,,,,,,,2009,,,,,,,,158,5,2008,LB,0.19
982,0,,1988-08-09,2012,,,,,1,,,Michael Smith,RB,,,,3,,,2012,0,,,,,,55,212,7,2008,RB,1.0
983,73,,1981-07-06,2013,,,,,157,,15,Nnamdi Asomugha,DB,,,,,,,2003,1,,,,,,79,31,1,2008,DB,0.08
984,2,,1981-08-27,2010,,,,35.5,84,,,Madison Hedgecock,FB,,37,,,,,2005,2,,,,,6.3,233,251,7,2008,FB,0.75
985,33,,1988-10-17,2016,5,,,,85,,,Donald Butler,LB,,,,,,7.0,2011,,296,,,,,,,,,LB,0.33
986,2,,1985-07-04,2010,,,,,24,,,Clifton Smith,RB,,,,75,,,2008,1,,,,,,2038,,,,RB,0.31
987,25,,1985-06-29,2016,,,,,107,,,Quintin Demps,DB,,,,110,,,2008,2,,,,,,2931,117,4,2008,DB,0.16
988,23,,1989-08-25,2016,,,,343.5,89,,,Dexter McCluster,WR,,236,,,250,,2010,7,,,,4.2,8.4,1993,36,2,2008,WR,0.21
989,83,,1977-08-12,2012,,,,1226.2,148,,,Plaxico Burress,WR,,553,,,,,2000,64,,,,,15.4,8499,8,1,2008,WR,0.5
990,26,,1992-11-28,2016,,,,394.1,48,,,Jarvis Landry,WR,,288,,,,,2014,13,,,,,10.6,3051,63,2,2008,WR,0.0
991,90,,1989-03-22,2016,15,,,,83,,,J.J. Watt,DE,,,,,,76.0,2011,,299,,,,,,11,1,2008,DL,0.14
992,4,53.2,1988-03-17,2012,,,,165.5,20,,25,John Skelton,QB,8-9-0,,,,,,2010,15,,,,6.2,,3707,155,5,2008,QB,0.16
993,11,,1988-01-01,2014,,,,,47,21,,Darryl Sharpton,LB,,,,,,,2010,,,,,,,,102,4,2008,LB,0.38
994,60,,1977-09-29,2010,8,,,,160,,,Eric Barton,LB,,,,,,20.0,1999,,632,,,,,,,,,LB,0.25
995,0,,1990-10-04,2013,,,,,7,,,Kwame Geathers,DT,,,,,,,2013,,,,,,,,,,,DL,1.0
996,7,,1992-08-31,2016,,,,,23,12,,Daryl Williams,OT,,,,,,,2015,,,,,,,,102,4,2008,OL,0.19
997,26,,1988-01-02,2016,1,,,,93,,,Kelvin Sheppard,LB,,,,,,3.0,2011,,238,,,,,,68,3,2008,LB,0.02
